No Kel Layanan;MDC;Kelompok layanan;"Kode
ICD";Deskripsi ICD/Nama Penyakit;"Tujuan
Kompetensi"
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R07.2;Precordial pain;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R07.3;Other chest pain;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R07.4;Chest pain, unspecified;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R55;Syncope and collapse;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R57.0;Cardiogenic shock;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R57.9;Shock, unspecified;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R58;Haemorrhage, not elsewhere classified;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R93.1;"Abnormal findings on diagnostic imaging of heart and coronary
circulation";Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R94.3;Abnormal results of cardiovascular function studies;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;R96.0;Instantaneous death;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;Z03.4;Observation for suspected myocardial infarction;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;Z03.5;Observation for other suspected cardiovascular diseases;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;Z45.0;Adjustment and management of cardiac pacemaker;Dasar
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.55;Insertion of drug-eluting stent(s) of other peripheral vessel(s);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.61;"Percutaneous angioplasty or atherectomy of precerebral
(extracranial) vessel(s)";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.62;"Percutaneous angioplasty or atherectomy of intracranial
vessel(s)";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.63;Percutaneous insertion of carotid artery stent(s);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.64;"Percutaneous insertion of other precerebral (extracranial) artery
stent(s)";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.65;Percutaneous insertion of intracranial vascular stent(s);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;00.66;"Percutaneous transluminal coronary angioplasty [PTCA] or
coronary atherectomy";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;05.0;Division of sympathetic nerve or ganglion;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;21.04;Control of epistaxis by ligation of ethmoidal arteries;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;21.05;Control of epistaxis by (transantral) ligation of the maxillary artery;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;21.06;Control of epistaxis by ligation of the external carotid artery;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;21.07;"Control of epistaxis by excision of nasal mucosa and skin
grafting of septum and lateral nasal wall";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;25.1;Excision or destruction of lesion or tissue of tongue;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;31.1;Temporary tracheostomy;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;36.06;Insertion of non-drug -eluting coronary artery stent(s);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;36.07;Insertion of drug-eluting coronary artery stent(s);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;36.09;Other removal of coronary artery obstruction;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.0;Pericardiocentesis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.20;Noninvasive programmed electrical stimulation [NIPS];Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.21;Right heart cardiac catheterization;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.22;Left heart cardiac catheterization;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.23;Combined right and left heart cardiac catheterization;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.29;Other diagnostic procedures on heart and pericardium;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.68;Insertion of percutaneous external heart assist device;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.78;Insertion of temporary transvenous pacemaker system;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.79;Revision or relocation of cardiac device pocket;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.85;"Replacement of any type pacemaker device with single-chamber
device, not specified as rate responsive";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.86;"Replacement of any type of pacemaker device with
single-chamber device, rate responsive";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;37.89;Revision or removal of pacemaker device;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.00;Incision of vessel, unspecified site;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.03;Incision of vessel, upper limb vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.08;Incision of vessel, lower limb arteries;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.09;Incision of vessel, lower limb veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.21;Biopsy of blood vessel;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.29;Other diagnostic procedures on blood vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.30;Resection of vessel with anastomosis, unspecified site;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.32;"Resection of vessel with anastomosis, other vessels of head and
neck";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.33;Resection of vessel with anastomosis, upper limb vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.38;Resection of vessel with anastomosis, lower limb arteries;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.39;Resection of vessel with anastomosis, lower limb veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.40;Resection of vessel with replacement, unspecified site;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.43;Resection of vessel with replacement, upper limb vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.48;Resection of vessel with replacement, lower limb arteries;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.49;Resection of vessel with replacement, lower limb veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.50;Ligation and stripping of varicose veins, unspecified site;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.52;"Ligation and stripping of varicose veins, other vessels of head
and neck";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.53;Ligation and stripping of varicose veins, upper limb vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.57;Ligation and stripping of varicose veins, abdominal veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.59;Ligation and stripping of varicose veins, lower limb veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.60;Other excision of vessels, unspecified site;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.63;Other excision of vessels, upper limb vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.68;Other excision of vessels, lower limb arteries;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.69;Other excision of vessels, lower limb veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.80;Other surgical occlusion of vessels, unspecified site;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.83;Other surgical occlusion of vessels, upper limb vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.88;Other surgical occlusion of vessels, lower limb arteries;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;38.89;Other surgical occlusion of vessels, lower limb veins;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.27;Arteriovenostomy for renal dialysis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.29;Other (peripheral) vascular shunt or bypass;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.30;Suture of unspecified blood vessel;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.31;Suture of artery;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.32;Suture of vein;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.41;Control of hemorrhage following vascular surgery;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.42;Revision of arteriovenous shunt for renal dialysis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.43;Removal of arteriovenous shunt for renal dialysis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.49;Other revision of vascular procedure;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.90;"Insertion of non-drug-eluting peripheral (non-coronary) vessel
stent(s)";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.91;Freeing of vessel;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.92;Injection of sclerosing agent into vein;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.93;Insertion of vessel-to-vessel cannula;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.94;Replacement of vessel-to-vessel cannula;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.98;Control of hemorrhage, not otherwise specified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;39.99;Other operations on vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.11;Biopsy of lymphatic structure;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.19;Other diagnostic procedures on lymphatic structures;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.21;Excision of deep cervical lymph node;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.23;Excision of axillary lymph node;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.24;Excision of inguinal lymph node;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.29;Simple excision of other lymphatic structure;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;40.3;Regional lymph node excision;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;54.93;Creation of cutaneoperitoneal fistula;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;54.95;Incision of peritoneum;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.31;Excision of lesion of tendon sheath;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.32;Excision of lesion of muscle;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.39;Excision of lesion of other soft tissue;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.41;Excision of tendon for graft;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.42;Other tenonectomy;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.43;Excision of muscle or fascia for graft;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.44;Other fasciectomy;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;83.45;Other myectomy;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.00;Upper limb amputation, not otherwise specified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.01;Amputation and disarticulation of finger;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.02;Amputation and disarticulation of thumb;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.03;Amputation through hand;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.04;Disarticulation of wrist;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.05;Amputation through forearm;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.06;Disarticulation of elbow;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.07;Amputation through humerus;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.08;Disarticulation of shoulder;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.09;Interthoracoscapular amputation;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.10;Lower limb amputation, not otherwise specified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.11;Amputation of toe;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.12;Amputation through foot;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.13;Disarticulation of ankle;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.14;Amputation of ankle through malleoli of tibia and fibula;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.15;Other amputation below knee;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.16;Disarticulation of knee;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.17;Amputation above knee;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.18;Disarticulation of hip;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.19;Abdominopelvic amputation;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.3;Revision of amputation stump;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;84.91;Amputation, not otherwise specified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.06;Insertion of totally implantable infusion pump;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.07;Insertion of totally implantable vascular access device [VAD];Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.4;Radical excision of skin lesion;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.60;Free skin graft, not otherwise specified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.61;Full-thickness skin graft to hand;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.62;Other skin graft to hand;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.63;Full-thickness skin graft to other sites;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.65;Heterograft to skin;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.66;Homograft to skin;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.67;Dermal regenerative graft;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.69;Other skin graft to other sites;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.70;Pedicle or flap graft, not otherwise specified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.71;Cutting and preparation of pedicle grafts or flaps;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.72;Advancement of pedicle graft;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.74;Attachment of pedicle or flap graft to other sites;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.75;Revision of pedicle or flap graft;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.91;Excision of skin for graft;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;86.93;Insertion of tissue expander;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.51;Angiocardiography of venae cavae;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.52;Angiocardiography of right heart structures;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.53;Angiocardiography of left heart structures;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.54;Combined right and left heart angiocardiography;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.55;Coronary arteriography using a single catheter;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.56;Coronary arteriography using two catheters;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.57;Other and unspecified coronary arteriography;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;88.58;Negative-contrast cardiac roentgenography;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;B37.6;Candidal endocarditis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;0066 & 0040 (ptca or coronary ather + procedure-one vessel);0066 & 0040 (ptca or coronary ather + procedure-one vessel);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;0066 & 0041 (ptca or coronary ather + procedure-two vessels);0066 & 0041 (ptca or coronary ather + procedure-two vessels);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;3609 & 0040 (rem of cor art obstr nec + procedure-one vessel);3609 & 0040 (rem of cor art obstr nec + procedure-one vessel);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;3609 & 0041 (rem of cor art obstr nec + procedure-two vessels);3609 & 0041 (rem of cor art obstr nec + procedure-two vessels);Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;G46.3*;Brain stem stroke syndrome;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;G46.4*;Cerebellar stroke syndrome;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;G46.5*;Pure motor lacunar syndrome;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;G46.6*;Pure sensory lacunar syndrome;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;G46.7*;Other lacunar syndromes;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;G46.8*;Other vascular syndromes of brain in cerebrovascular disease;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I15.0;Renovascular hypertension;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I23.0;"Haemopericardium as current complication following acute
myocardial infarction";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I23.1;"Atrial septal defect as current complication following acute
myocardial infarction";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I23.2;"Ventricular septal defect as current complication following acute
myocardial infarction";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I23.3;"Rupture cardiac wall without haemopericardium as current
complication following acute myocardial infarction";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I23.6;"Thrombosis of atrium, auricular appendage ventricle as current
complication following acute myocardial infarction";Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I23.8;Oth current complications following acute myocardial infarction;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I24.0;Coronary thrombosis not resulting in myocardial infarction;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I24.1;Dressler's syndrome;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I25.4;Coronary artery aneurysm;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I27.0;Primary pulmonary hypertension;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I27.1;Kyphoscoliotic heart disease;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I27.2;Other secondary pulmonary hypertension;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I27.8;Other specified pulmonary heart diseases;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I27.9;Pulmonary heart disease, unspecified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I28.0;Arteriovenous fistula of pulmonary vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I28.1;Aneurysm of pulmonary artery;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I28.8;Other specified diseases of pulmonary vessels;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I28.9;Disease of pulmonary vessels, unspecified;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I30.0;Acute nonspecific idiopathic pericarditis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I31.0;Chronic adhesive pericarditis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I31.1;Chronic constrictive pericarditis;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I37.1;Pulmonary valve insufficiency;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I37.2;Pulmonary valve stenosis with insufficiency;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I42.1;Obstructive hypertrophic cardiomyopathy;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I42.3;Endomyocardial (eosinophilic) disease;Madya
1;15;Kelompok Layanan Jantung & Pembuluh Darah;I42.6;Alcoholic cardiomyopathy;Madya
